question_clean	options_formatted	correct_letter
Ante-partum haemorrhage	A. Is defined as “bleeding from the genital tract in pregnancy” | B. May be complicated by hypofibrinogenaemia | C. Requires assessment by vaginal examination | D. May be caused by carcinoma insitu of the cervix | E. Is always painless.	B
Routine antenatal tests include the following:	A. Fasting blood sugar | B. HBAiC | C. Cervical culture | D. Thyroid profile | E. HIV test	E
Triple test	A. AFP + Estriol + HCG | B. AFP + Inhibin A + Progesterone | C. AFP + Inhibin B + PAPP-A | D. Estriol + HCG + Activin Inhibin A | E. Estriol + Ihibin B + placental protein 13	A
The following are components of Biophysical profile	A. Amniotic fluid volume | B. Maternal body movement | C. Fetal umbilical Doppler velocimetry | D. Fetal tone | E. Fetal heart reactivity	B
The following infection will result into painful genital ulcer:	A. Human papilloma virus | B. Herpes simplex | C. Haemophilusducreyi | D. Treponema pallidum | E. Chlamydia trachomatis	B
The shortest distance between the sacral promontory and the upper border of symphysis pubis is called which of the following	A. Interspinous diameter | B. True conjugate | C. Diagonal conjugate | D. Obstetric conjugate | E. Biparietal diameter	D
A 21-year old woman presents with left lower quadrant pain. A 7-cm firm adnexal mass is palpated. Ultrasound confirms a complex adnexal mass with solid components that appears to contain a tooth. What type of ovarian tumour is this?	A. Dysgerminoma | B. Matured teratoma | C. cystadenoma | D. brenners tumour | E. meigs tumour	B
You are seeing five menopausal patients in the gynaecological clinic. Each patient has one of the medical conditions listed below. All of them wish to start hormone replacement therapy (HRT) today. The patient with which one of the following medical conditions may be started HRT at the time of the visit	A. Mild essential hypertension | B. Chronic liver disease due to hepatitis B | C. History of breast cancer | D. Undiagnosed genital tract bleeding | E. History of pulmonary embolism	A
The following is not one of the boundaries of the pelvic inlet	A. Sacral promontory | B. Ala of the sacrum | C. Ilio-pectineal line and eminence | D. Upper border of the inferior pubic rami | E. Upper border of the symphysis pubis	D
Heart failure and cardiac-related maternal death most commonly occur in	A. First trimester | B. Second trimester | C. Third trimester | D. Peripartum | E. Post partum	D
Turner’s syndrome is a chromosomal abnormality that has many clinical features. Which of this is an exception?	A. May be diagnosed as delayed puberty | B. May have a male phenotype | C. Is characterized by short stature, wide carrying angle and wide spaced nipples | D. Is characterized by low oestrogen levels due to streaked ovaries | E. The luteinizing hormone (LH) and FSH levels are usually markedly elevated	B
Which of the following is not associated with preeclampsia?	A. Hydatidiform mole | B. Systemic lupus erythromatosis | C. Glomeruloendotheliosis | D. Acute fatty liver | E. Multiple pregnancy	D
A 38-year-old G 4 P 2+1 1 alive, diagnosed diabetic four years ago came for booking at 26 weeks of gestation. She has not been compliant with medications and clinic attendance. The fetal anomaly most strongly associated with overt diabetes is:	A. Congenital heart defects | B. Neural tube defects | C. Limb defects | D. Renal agenesis | E. Sacral agenesis	E
A 20-year-old primigravida, unbooked, was rushed into the emergency room unconscious following repeated episodes of convulsions. Blood pressure checked on admission was 150/100 mmHg. Urinalysis revealed 3+ of proteinuria. She was thereafter given intravenous injection of Magnesium sulphate. The following is untrue regarding Magnesium sulphate:	A. Is given to cases of imminent eclampsia | B. The aim is to reduce blood pressure | C. Acts on the central nervous system causing depression | D. Is excreted by the kidney | E. Toxicity should be checked before given each dose.	B
Regarding the pathology of concealed accidental haemorrhage, the following statement is true:	A. Blood is retained mainly due to compression by the fetal head | B. Couvelaire uterus is a term describing a uterus with a huge retro placental clot | C. The release of prostaglandins initiates the process of disseminated intravascular coagulopathy | D. Renal tubular necrosis is always reversible | E. Spasm and degenerative changes occur in the decidual arterioles due to associated preeclampsia	E
A woman presents at 28 weeks gestation reporting vaginal bleeding. The bleeding occurred 2 hours ago and was bright red. There was no associated abdominal pain and no previous episode of bleeding. Previous ultrasound scan was normal. Examination revealed no abnormality except speculum examination that revealed a reddened area around the external cervical os with an inflammatory appearance and a small amount of contact bleeding. The most likely diagnosis is	A. Placenta praevia | B. Abruptio placenta | C. Vasa praevia | D. Cervical cancer | E. Ectopion	E
A 36 year-old woman presents with vaginal bleeding at 8 weeks 3 days’ gestation. She has never been pregnant before. The bright red ’spotting’ started 3 days ago with no abdominal pain. Vaginal examination revealed a closed cervix. The following is helpful in the diagnosis of this condition:	A. Transvaginal ultrasound scan | B. Full blood count | C. Urine pregnancy test | D. Blood pregnancy test | E. Chromosomal studies	A
The morphology of the placenta at term is characterised by the following except:	A. Discoid shape | B. Diameter is 15-20 cm | C. Weight about 700 grammes | D. Maternal surface is divided into cotyledons | E. Fetal surface is smooth, glistering and shows the umbilical vessels	C
At ovulation, the ovulated egg is picked up by the fimbria of the fallopian tube and then swept by ciliary action towards the ampulla where fertilization occurs. As soon as the zygote is formed, it begins dividing very rapidly leading to the formation of a blastocyst.  Which of the following is true regarding the blastocyst?	A. After implantation, it is surrounded by decidual parietalis | B. The cytotrophoblast lies outside the syncytiotrophoblast | C. The primary Villi are formed of cytotrophoblast only. | D. The secondary villi contain fetal blood vessels | E. The outer cell mass is formed of trophoblast	E
Concerning cancer of the cervix	A. Point A corresponds to where the uterine artery passes under the ureter | B. Wertheims hysterectomy involves removal of the ovaries | C. Brachytherapy is difficult in cancer of the stump of the cervix | D. Cancer of the cervix is the most common cancer in Nigerian women | E. Screening every 5 years is recommended	C
Therapeutic indications of hysteroscopy does not include	A. Retrieval of missing IUCD | B. Adhesiolysis in Ashermans Syndrome | C. Tubal ligation | D. Pelvic inflammatory disease | E. myomectomy	D
Endoscopy	A. Verres needle is used for looking into the abdomen | B. Glycine is not a  distending media | C. CO2 can be used to create pneumoperitoneum | D. Endometriosis is not common in Africans | E. large fibroids are not removed by laparoscopy	C
The common clinical features of hydatidiform mole	A. Irregular vaginal bleeding | B. Doughy uterus | C. Theca lutein cyst | D. Hyperemesis gravidarum | E. Woody hard and tender uterus	E
Features of imminent eclampsia	A. Convulsion | B. Constipation | C. photophobia | D. Excessive sweating | E. Systolic blood pressure of > 170 mm Hg	C
which of the following does not represent Ante-partum haemorrhage	A. Is defined as “bleeding from the genital tract in pregnancy” | B. Maybe complicated by hypofibrinogenaemia | C. Requires assessment by vaginal examination. | D. May be caused by cervical carcinoma | E. Is always painless.	E
Mifepristone	A. Is also called cytotec | B. Is a progesterone analogue | C. Can be used in the treatment of ectopic | D. Increases the efficacy of misoprostol in medical abortion | E. effective in the management of endometrial hyperplasia	D
Features of Turners syndrome includes:	A. Absent vagina | B. Coarctation of the aorta | C. Kyphoscoliosis | D. Increasing incidence with maternal age | E. Cubitus valgus	B
which of the following pairings is true:	A. Obstructive azoospermia: high FSH, LH | B. kartagener syndrome : ectopic pregnancy | C. Metromenorhagia:  ovarian fibroma | D. Retrograde ejaculation : diabetes mellitus | E. Hyperprolactinemia : impotence	B
Premature ovarian failure is associated with the following except	A. Burkit lymphoma | B. autoimmune disease | C. galactosaemia | D. Turners syndrome | E. 17alpha hydroxylase deficiency	A
In choriocarcinoma which of the following is wrong	A. histological examination often shows pleomorphic cytotrophoblastbut absence of chorionic villi. | B. a third of cases present with distant metastasis | C. the antecedent pregnancy is usually a termed pregnancy or abortion | D. lymph node metastasis are uncommon | E. a characteristic snowstorm pattern is seen on ultrasonography	E
UTI in pregnancy	A. Asymptomatic bacteria is a colony count of greater than 100,000 E. coli per mL of urine | B. Pregnancy increases incidence of UTI | C. commoner in multigravidas | D. Tetracycline is the treatment of choice | E. It is a common cause of renal failure	B
The umbilical cord	A. velamentous insertion occurs in about 90% of cases | B. True knot is a common cause of unexplained IUFD | C. Usually measures between 50 -60 cm in length or twice the fetal body length | D. Cord round the neck is an indication for caesarean section | E. Short cord is a contraindication to external cephalic version	E
